step,loss
1,1.029036283493042
500,0.1797468662261963
1000,0.14726963639259338
1500,0.14824247360229492
2000,0.1422361135482788
2500,0.13813024759292603
3000,0.1442195326089859
3500,0.14461195468902588
4000,0.1336173713207245
4500,0.1326896846294403
5000,0.11886133998632431
5500,0.12652339041233063
6000,0.1262129247188568
6500,0.12790758907794952
7000,0.1210031658411026
7500,0.12331566214561462
8000,0.12499155849218369
8500,0.12103670090436935
9000,0.1175566241145134
9500,0.1208895593881607
10000,0.11922114342451096
10500,0.11629567295312881
11000,0.10756053030490875
11500,0.12080096453428268
12000,0.12071273475885391
12500,0.11839744448661804
13000,0.12055237591266632
13500,0.11561223864555359
14000,0.11722038686275482
14500,0.12977638840675354
15000,0.11562182009220123
15500,0.12474343180656433
16000,0.12037750333547592
16500,0.10606391727924347
17000,0.1141752377152443
17500,0.11324789375066757
18000,0.12656842172145844
18500,0.1214509904384613
19000,0.1142093613743782
19500,0.11821181327104568
20000,0.11975514143705368
20500,0.11667464673519135
21000,0.11603540927171707
21500,0.10986237227916718
22000,0.11488910019397736
22500,0.1254023313522339
23000,0.12994806468486786
23500,0.11697964370250702
24000,0.1230144202709198
24500,0.11605420708656311
25000,0.12645192444324493
