step,loss
1,1.043708324432373
500,0.18147936463356018
1000,0.15713047981262207
1500,0.15862096846103668
2000,0.1580599844455719
2500,0.14861862361431122
3000,0.14672482013702393
3500,0.15546132624149323
4000,0.14706578850746155
4500,0.13588088750839233
5000,0.1495947241783142
5500,0.1463358998298645
6000,0.14446182548999786
6500,0.13723379373550415
7000,0.13714738190174103
7500,0.1347018927335739
8000,0.13400083780288696
8500,0.12826254963874817
9000,0.1332988440990448
9500,0.13161593675613403
10000,0.12420524656772614
10500,0.12825751304626465
11000,0.12828494608402252
11500,0.13525360822677612
12000,0.1413104236125946
12500,0.13603930175304413
13000,0.13095951080322266
13500,0.1280570924282074
14000,0.12253553420305252
14500,0.1354319453239441
15000,0.12643557786941528
15500,0.13385967910289764
16000,0.12648549675941467
16500,0.12725937366485596
17000,0.1305958330631256
17500,0.12787413597106934
18000,0.12537017464637756
18500,0.12543794512748718
19000,0.1251889020204544
19500,0.1321280598640442
20000,0.12927567958831787
20500,0.13401126861572266
21000,0.1351177841424942
21500,0.1390160471200943
22000,0.13241665065288544
22500,0.1295543611049652
23000,0.14857488870620728
23500,0.12885114550590515
24000,0.12596943974494934
24500,0.13304227590560913
25000,0.1411842703819275
