step,loss
1,0.33475857973098755
500,0.030167218297719955
1000,0.02563166618347168
1500,0.022829929366707802
2000,0.022132135927677155
2500,0.02174241840839386
3000,0.022174712270498276
3500,0.02116525173187256
4000,0.02194211445748806
4500,0.02021040953695774
5000,0.021770592778921127
5500,0.020792946219444275
6000,0.020939143374562263
6500,0.021938441321253777
7000,0.020179927349090576
7500,0.02052527666091919
8000,0.020118210464715958
8500,0.021037183701992035
9000,0.0208800807595253
9500,0.020076338201761246
10000,0.020384080708026886
10500,0.019509360194206238
11000,0.02008431777358055
11500,0.01978328824043274
12000,0.01952552981674671
12500,0.020687367767095566
13000,0.01943087764084339
13500,0.02068248763680458
14000,0.019190961495041847
14500,0.02022949606180191
15000,0.02030438557267189
15500,0.020913373678922653
16000,0.020035624504089355
16500,0.019531656056642532
17000,0.018404144793748856
17500,0.019363023340702057
18000,0.01853025145828724
18500,0.020848054438829422
19000,0.018669217824935913
19500,0.019784873351454735
20000,0.01937192492187023
20500,0.01916881464421749
21000,0.019623059779405594
21500,0.020040543749928474
22000,0.018963580951094627
22500,0.02056606113910675
23000,0.019060641527175903
23500,0.019771287217736244
24000,0.018781080842018127
24500,0.019918426871299744
25000,0.020185016095638275
