step,loss
1,120.28245544433594
500,0.5627859234809875
1000,1.0755914449691772
1500,0.5200273990631104
2000,0.3455095589160919
2500,0.2122139036655426
3000,0.4039696156978607
3500,0.42847898602485657
4000,0.08239872008562088
4500,0.07299830764532089
5000,0.3592206537723541
5500,0.08821013569831848
6000,0.21384210884571075
6500,0.1298770159482956
7000,0.10878264904022217
7500,0.15514269471168518
8000,0.0703730434179306
8500,0.09211001545190811
9000,0.21030744910240173
9500,0.31434300541877747
10000,0.1741550862789154
10500,0.06547236442565918
11000,0.6731451153755188
11500,0.2415168136358261
12000,2.469111204147339
12500,0.40167561173439026
13000,0.07880327105522156
13500,0.08657950162887573
14000,0.22191938757896423
14500,0.46424388885498047
15000,0.09129752218723297
15500,0.06606859713792801
16000,0.2097957730293274
16500,0.13031645119190216
17000,1.509110450744629
17500,0.20188164710998535
18000,0.9941182732582092
18500,0.06434419006109238
19000,0.08377781510353088
19500,0.10542511940002441
20000,0.491624116897583
20500,0.06863872706890106
21000,0.08767126500606537
21500,0.10108253359794617
22000,0.11370688676834106
22500,0.1088942363858223
23000,0.17816384136676788
23500,0.07647573947906494
24000,0.12732677161693573
24500,0.07293403893709183
25000,0.371952623128891
