step,loss
1,0.33849722146987915
500,0.02855510078370571
1000,0.0235428586602211
1500,0.022877883166074753
2000,0.020142730325460434
2500,0.02094114199280739
3000,0.020490219816565514
3500,0.02009120024740696
4000,0.019841134548187256
4500,0.019179467111825943
5000,0.019411277025938034
5500,0.01909850910305977
6000,0.01879577711224556
6500,0.01856672763824463
7000,0.01866181008517742
7500,0.019197067245841026
8000,0.018623603507876396
8500,0.021054904907941818
9000,0.01898251846432686
9500,0.018606532365083694
10000,0.01926424913108349
10500,0.017966000363230705
11000,0.018515249714255333
11500,0.020687690004706383
12000,0.018306901678442955
12500,0.019925886765122414
13000,0.01822826825082302
13500,0.019331183284521103
14000,0.01816491223871708
14500,0.01919201947748661
15000,0.01880551129579544
15500,0.017762478440999985
16000,0.019250333309173584
16500,0.01889738067984581
17000,0.01823028177022934
17500,0.018083227798342705
18000,0.019538147374987602
18500,0.01774849183857441
19000,0.020666802302002907
19500,0.020142029970884323
20000,0.018882518634200096
20500,0.018782425671815872
21000,0.019411813467741013
21500,0.017695393413305283
22000,0.0185792688280344
22500,0.01819515973329544
23000,0.017435630783438683
23500,0.01693197898566723
24000,0.01994318887591362
24500,0.017069032415747643
25000,0.01783009245991707
